rank	ai_name	cost	valid	r	path
1	hasi666	93496595564	1	70	/home/ubuntu/icfpc2018/out/hasi666/FA080.nbt.gz
2	shioshiota19	116091203042	1	70	/home/ubuntu/icfpc2018/out/shioshiota19/FA080.nbt.gz
3	johniel9	144238446262	1	70	/home/ubuntu/icfpc2018/out/johniel9/FA080.nbt.gz
4	shioshiota16	144259026382	1	70	/home/ubuntu/icfpc2018/out/shioshiota16/FA080.nbt.gz
5	johniel8	144259026382	1	70	/home/ubuntu/icfpc2018/out/johniel8/FA080.nbt.gz
6	hasi23	192061497948	1	70	/home/ubuntu/icfpc2018/out/hasi23/FA080.nbt.gz
7	hasi21	295953621712	1	70	/home/ubuntu/icfpc2018/out/hasi21/FA080.nbt.gz
8	hasi22	305256852220	1	70	/home/ubuntu/icfpc2018/out/hasi22/FA080.nbt.gz
9	hasi10	318488693340	1	70	/home/ubuntu/icfpc2018/out/hasi10/FA080.nbt.gz
10	default	864477249900	1	70	/home/ubuntu/icfpc2018/out/default/FA080.nbt.gz
