rank	ai_name	cost	valid	r	path
1	shioshiota14	16711518806	1	50	/home/ubuntu/icfpc2018/out/shioshiota14/FR049.nbt.gz
2	shioshiota18	155236772134	1	50	/home/ubuntu/icfpc2018/out/shioshiota18/FR049.nbt.gz
3	shioshiota16	155241731062	1	50	/home/ubuntu/icfpc2018/out/shioshiota16/FR049.nbt.gz
