rank	ai_name	cost	valid	r	path
1	hasi17	141741473	1	60	/home/ubuntu/icfpc2018/out/hasi17/FD077.nbt.gz
2	hasi16	246070355	1	60	/home/ubuntu/icfpc2018/out/hasi16/FD077.nbt.gz
3	shioshiota18	815826496	1	60	/home/ubuntu/icfpc2018/out/shioshiota18/FD077.nbt.gz
4	shioshiota14	1208998085	1	60	/home/ubuntu/icfpc2018/out/shioshiota14/FD077.nbt.gz
5	hasi13	1208998085	1	60	/home/ubuntu/icfpc2018/out/hasi13/FD077.nbt.gz
6	shioshiota16	1313326967	1	60	/home/ubuntu/icfpc2018/out/shioshiota16/FD077.nbt.gz
7	hasi15	1326286715	1	60	/home/ubuntu/icfpc2018/out/hasi15/FD077.nbt.gz
8	hasi11	202924307484	1	60	/home/ubuntu/icfpc2018/out/hasi11/FD077.nbt.gz
9	hasi10	202994291484	1	60	/home/ubuntu/icfpc2018/out/hasi10/FD077.nbt.gz
10	default	278130110104	1	60	/home/ubuntu/icfpc2018/out/default/FD077.nbt.gz
