rank	ai_name	cost	valid	r	path
1	shioshiota18	9831640638	1	100	/home/ubuntu/icfpc2018/out/shioshiota18/FD116.nbt.gz
2	shioshiota14	9838088198	1	100	/home/ubuntu/icfpc2018/out/shioshiota14/FD116.nbt.gz
3	hasi13	9838088198	1	100	/home/ubuntu/icfpc2018/out/hasi13/FD116.nbt.gz
4	shioshiota12	9838088198	1	100	/home/ubuntu/icfpc2018/out/shioshiota12/FD116.nbt.gz
5	shioshiota16	10501089360	1	100	/home/ubuntu/icfpc2018/out/shioshiota16/FD116.nbt.gz
6	hasi12	10798100998	1	100	/home/ubuntu/icfpc2018/out/hasi12/FD116.nbt.gz
7	shioshiota13	10798100998	1	100	/home/ubuntu/icfpc2018/out/shioshiota13/FD116.nbt.gz
8	hasi15	12145106535	1	100	/home/ubuntu/icfpc2018/out/hasi15/FD116.nbt.gz
9	hasi11	9436874305920	1	100	/home/ubuntu/icfpc2018/out/hasi11/FD116.nbt.gz
10	default	25678792762188	1	100	/home/ubuntu/icfpc2018/out/default/FD116.nbt.gz
