rank	ai_name	cost	valid	r	path
1	hasi20	501402588	1	80	/home/ubuntu/icfpc2018/out/hasi20/FD085.nbt.gz
2	hasi23	501402588	1	80	/home/ubuntu/icfpc2018/out/hasi23/FD085.nbt.gz
3	hasi21	501402588	1	80	/home/ubuntu/icfpc2018/out/hasi21/FD085.nbt.gz
4	shioshiota19	513691038	1	80	/home/ubuntu/icfpc2018/out/shioshiota19/FD085.nbt.gz
5	hasi17	622418093	1	80	/home/ubuntu/icfpc2018/out/hasi17/FD085.nbt.gz
6	hasi16	931155135	1	80	/home/ubuntu/icfpc2018/out/hasi16/FD085.nbt.gz
7	shioshiota18	3631055418	1	80	/home/ubuntu/icfpc2018/out/shioshiota18/FD085.nbt.gz
8	shioshiota14	3697455829	1	80	/home/ubuntu/icfpc2018/out/shioshiota14/FD085.nbt.gz
9	hasi13	3697455829	1	80	/home/ubuntu/icfpc2018/out/hasi13/FD085.nbt.gz
10	shioshiota12	3697455829	1	80	/home/ubuntu/icfpc2018/out/shioshiota12/FD085.nbt.gz
11	hasi12	3835698709	1	80	/home/ubuntu/icfpc2018/out/hasi12/FD085.nbt.gz
12	shioshiota13	3835698709	1	80	/home/ubuntu/icfpc2018/out/shioshiota13/FD085.nbt.gz
13	shioshiota16	4006192871	1	80	/home/ubuntu/icfpc2018/out/shioshiota16/FD085.nbt.gz
14	hasi19	5412850466	1	80	/home/ubuntu/icfpc2018/out/hasi19/FD085.nbt.gz
15	hasi15	5772627615	1	80	/home/ubuntu/icfpc2018/out/hasi15/FD085.nbt.gz
16	hasi11	2913066997648	1	80	/home/ubuntu/icfpc2018/out/hasi11/FD085.nbt.gz
17	hasi10	2913260533648	1	80	/home/ubuntu/icfpc2018/out/hasi10/FD085.nbt.gz
18	default	5867530192980	1	80	/home/ubuntu/icfpc2018/out/default/FD085.nbt.gz
