rank	ai_name	cost	valid	r	path
1	hasi666	55039696860	1	80	/home/ubuntu/icfpc2018/out/hasi666/FA099.nbt.gz
2	hasi23	64177049268	1	80	/home/ubuntu/icfpc2018/out/hasi23/FA099.nbt.gz
3	hasi21	104950829852	1	80	/home/ubuntu/icfpc2018/out/hasi21/FA099.nbt.gz
4	hasi22	105019951980	1	80	/home/ubuntu/icfpc2018/out/hasi22/FA099.nbt.gz
5	shioshiota19	669799053938	1	80	/home/ubuntu/icfpc2018/out/shioshiota19/FA099.nbt.gz
6	johniel9	701038207414	1	80	/home/ubuntu/icfpc2018/out/johniel9/FA099.nbt.gz
7	shioshiota16	704340633054	1	80	/home/ubuntu/icfpc2018/out/shioshiota16/FA099.nbt.gz
8	johniel8	704478873630	1	80	/home/ubuntu/icfpc2018/out/johniel8/FA099.nbt.gz
9	hasi10	932617893576	1	80	/home/ubuntu/icfpc2018/out/hasi10/FA099.nbt.gz
10	default	6130526068852	1	80	/home/ubuntu/icfpc2018/out/default/FA099.nbt.gz
