rank	ai_name	cost	valid	r	path
1	hasi666	189087433644	1	70	/home/ubuntu/icfpc2018/out/hasi666/FA081.nbt.gz
2	shioshiota19	210701793696	1	70	/home/ubuntu/icfpc2018/out/shioshiota19/FA081.nbt.gz
3	johniel9	224933890836	1	70	/home/ubuntu/icfpc2018/out/johniel9/FA081.nbt.gz
4	shioshiota16	224975051048	1	70	/home/ubuntu/icfpc2018/out/shioshiota16/FA081.nbt.gz
5	johniel8	224975051048	1	70	/home/ubuntu/icfpc2018/out/johniel8/FA081.nbt.gz
6	hasi23	660739655876	1	70	/home/ubuntu/icfpc2018/out/hasi23/FA081.nbt.gz
7	hasi21	1024410323448	1	70	/home/ubuntu/icfpc2018/out/hasi21/FA081.nbt.gz
8	hasi10	1038132021836	1	70	/home/ubuntu/icfpc2018/out/hasi10/FA081.nbt.gz
9	hasi22	1058655606896	1	70	/home/ubuntu/icfpc2018/out/hasi22/FA081.nbt.gz
10	default	1442488715504	1	70	/home/ubuntu/icfpc2018/out/default/FA081.nbt.gz
