rank	ai_name	cost	valid	r	path
1	hasi666	502694740	1	30	/home/ubuntu/icfpc2018/out/hasi666/FA021.nbt.gz
2	hasi23	1360409328	1	30	/home/ubuntu/icfpc2018/out/hasi23/FA021.nbt.gz
3	johniel5	1813053638	1	30	/home/ubuntu/icfpc2018/out/johniel5/FA021.nbt.gz
4	johniel7	1813053638	1	30	/home/ubuntu/icfpc2018/out/johniel7/FA021.nbt.gz
5	hasi21	2178282560	1	30	/home/ubuntu/icfpc2018/out/hasi21/FA021.nbt.gz
6	hasi22	2179011908	1	30	/home/ubuntu/icfpc2018/out/hasi22/FA021.nbt.gz
7	shioshiota19	6510574146	1	30	/home/ubuntu/icfpc2018/out/shioshiota19/FA021.nbt.gz
8	johniel9	6624460938	1	30	/home/ubuntu/icfpc2018/out/johniel9/FA021.nbt.gz
9	shioshiota16	6898280446	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FA021.nbt.gz
10	johniel8	6992249166	1	30	/home/ubuntu/icfpc2018/out/johniel8/FA021.nbt.gz
11	johniel4	18110010678	1	30	/home/ubuntu/icfpc2018/out/johniel4/FA021.nbt.gz
12	hasi10	20644513592	1	30	/home/ubuntu/icfpc2018/out/hasi10/FA021.nbt.gz
13	default	28105622492	1	30	/home/ubuntu/icfpc2018/out/default/FA021.nbt.gz
