rank	ai_name	cost	valid	r	path
1	hasi666	37824262540	1	80	/home/ubuntu/icfpc2018/out/hasi666/FA092.nbt.gz
2	hasi23	108060075728	1	80	/home/ubuntu/icfpc2018/out/hasi23/FA092.nbt.gz
3	hasi21	174316132120	1	80	/home/ubuntu/icfpc2018/out/hasi21/FA092.nbt.gz
4	hasi22	174713968732	1	80	/home/ubuntu/icfpc2018/out/hasi22/FA092.nbt.gz
5	shioshiota19	324748854988	1	80	/home/ubuntu/icfpc2018/out/shioshiota19/FA092.nbt.gz
6	johniel9	348094420760	1	80	/home/ubuntu/icfpc2018/out/johniel9/FA092.nbt.gz
7	shioshiota16	348232661156	1	80	/home/ubuntu/icfpc2018/out/shioshiota16/FA092.nbt.gz
8	johniel8	348232661156	1	80	/home/ubuntu/icfpc2018/out/johniel8/FA092.nbt.gz
9	hasi10	1674752904900	1	80	/home/ubuntu/icfpc2018/out/hasi10/FA092.nbt.gz
10	default	2061149608696	1	80	/home/ubuntu/icfpc2018/out/default/FA092.nbt.gz
