rank	ai_name	cost	valid	r	path
1	shioshiota14	26232399	1	20	/home/ubuntu/icfpc2018/out/shioshiota14/FR005.nbt.gz
2	hasi13	26232399	1	20	/home/ubuntu/icfpc2018/out/hasi13/FR005.nbt.gz
3	shioshiota16	602590361	1	20	/home/ubuntu/icfpc2018/out/shioshiota16/FR005.nbt.gz
4	default	655545536	1	20	/home/ubuntu/icfpc2018/out/default/FR005.nbt.gz
