rank	ai_name	cost	valid	r	path
1	hasi23	508455286556	1	90	/home/ubuntu/icfpc2018/out/hasi23/FR072.nbt.gz
2	hasi21	834813191056	1	90	/home/ubuntu/icfpc2018/out/hasi21/FR072.nbt.gz
3	shioshiota19	964289699692	1	90	/home/ubuntu/icfpc2018/out/shioshiota19/FR072.nbt.gz
4	shioshiota18	1268474387233	1	90	/home/ubuntu/icfpc2018/out/shioshiota18/FR072.nbt.gz
5	shioshiota16	1269475009805	1	90	/home/ubuntu/icfpc2018/out/shioshiota16/FR072.nbt.gz
