rank	ai_name	cost	valid	r	path
1	hasi23	614125868	1	40	/home/ubuntu/icfpc2018/out/hasi23/FA048.nbt.gz
2	hasi666	833829820	1	40	/home/ubuntu/icfpc2018/out/hasi666/FA048.nbt.gz
3	hasi22	894662612	1	40	/home/ubuntu/icfpc2018/out/hasi22/FA048.nbt.gz
4	hasi21	894854584	1	40	/home/ubuntu/icfpc2018/out/hasi21/FA048.nbt.gz
5	shioshiota19	4003211746	1	40	/home/ubuntu/icfpc2018/out/shioshiota19/FA048.nbt.gz
6	johniel9	4719991238	1	40	/home/ubuntu/icfpc2018/out/johniel9/FA048.nbt.gz
7	shioshiota16	5937346246	1	40	/home/ubuntu/icfpc2018/out/shioshiota16/FA048.nbt.gz
8	johniel8	6185035878	1	40	/home/ubuntu/icfpc2018/out/johniel8/FA048.nbt.gz
9	hasi10	8619387264	1	40	/home/ubuntu/icfpc2018/out/hasi10/FA048.nbt.gz
10	default	30676597692	1	40	/home/ubuntu/icfpc2018/out/default/FA048.nbt.gz
