rank	ai_name	cost	valid	r	path
1	hasi17	494699	1	20	/home/ubuntu/icfpc2018/out/hasi17/FD017.nbt.gz
2	shioshiota14	1622939	1	20	/home/ubuntu/icfpc2018/out/shioshiota14/FD017.nbt.gz
3	hasi12	1622939	1	20	/home/ubuntu/icfpc2018/out/hasi12/FD017.nbt.gz
4	shioshiota13	1622939	1	20	/home/ubuntu/icfpc2018/out/shioshiota13/FD017.nbt.gz
5	hasi13	1622939	1	20	/home/ubuntu/icfpc2018/out/hasi13/FD017.nbt.gz
6	shioshiota12	1863099	1	20	/home/ubuntu/icfpc2018/out/shioshiota12/FD017.nbt.gz
7	hasi16	3399341	1	20	/home/ubuntu/icfpc2018/out/hasi16/FD017.nbt.gz
8	shioshiota16	4527581	1	20	/home/ubuntu/icfpc2018/out/shioshiota16/FD017.nbt.gz
9	hasi15	4527581	1	20	/home/ubuntu/icfpc2018/out/hasi15/FD017.nbt.gz
10	hasi11	328799676	1	20	/home/ubuntu/icfpc2018/out/hasi11/FD017.nbt.gz
11	hasi10	330311676	1	20	/home/ubuntu/icfpc2018/out/hasi10/FD017.nbt.gz
12	default	510805796	1	20	/home/ubuntu/icfpc2018/out/default/FD017.nbt.gz
