rank	ai_name	cost	valid	r	path
1	shioshiota19	1207064752	1	30	/home/ubuntu/icfpc2018/out/shioshiota19/FA026.nbt.gz
2	hasi23	1497999644	1	30	/home/ubuntu/icfpc2018/out/hasi23/FA026.nbt.gz
3	hasi21	2394145216	1	30	/home/ubuntu/icfpc2018/out/hasi21/FA026.nbt.gz
4	hasi22	2397873356	1	30	/home/ubuntu/icfpc2018/out/hasi22/FA026.nbt.gz
5	johniel5	2997590454	1	30	/home/ubuntu/icfpc2018/out/johniel5/FA026.nbt.gz
6	johniel9	12056933792	1	30	/home/ubuntu/icfpc2018/out/johniel9/FA026.nbt.gz
7	shioshiota16	13228370914	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FA026.nbt.gz
8	hasi10	22790285096	1	30	/home/ubuntu/icfpc2018/out/hasi10/FA026.nbt.gz
9	default	29835842724	1	30	/home/ubuntu/icfpc2018/out/default/FA026.nbt.gz
10	johniel4	29943050494	1	30	/home/ubuntu/icfpc2018/out/johniel4/FA026.nbt.gz
