rank	ai_name	cost	valid	r	path
1	hasi666	422723052	1	30	/home/ubuntu/icfpc2018/out/hasi666/FA039.nbt.gz
2	hasi23	523799932	1	30	/home/ubuntu/icfpc2018/out/hasi23/FA039.nbt.gz
3	hasi21	807043848	1	30	/home/ubuntu/icfpc2018/out/hasi21/FA039.nbt.gz
4	hasi22	808502508	1	30	/home/ubuntu/icfpc2018/out/hasi22/FA039.nbt.gz
5	shioshiota19	4494969802	1	30	/home/ubuntu/icfpc2018/out/shioshiota19/FA039.nbt.gz
6	johniel9	5028438634	1	30	/home/ubuntu/icfpc2018/out/johniel9/FA039.nbt.gz
7	shioshiota16	5448085062	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FA039.nbt.gz
8	hasi10	7643580056	1	30	/home/ubuntu/icfpc2018/out/hasi10/FA039.nbt.gz
9	johniel4	12307178038	1	30	/home/ubuntu/icfpc2018/out/johniel4/FA039.nbt.gz
10	default	22257183332	1	30	/home/ubuntu/icfpc2018/out/default/FA039.nbt.gz
