rank	ai_name	cost	valid	r	path
1	hasi20	5851269067	1	120	/home/ubuntu/icfpc2018/out/hasi20/FD152.nbt.gz
2	hasi23	5851269067	1	120	/home/ubuntu/icfpc2018/out/hasi23/FD152.nbt.gz
3	hasi21	5851269067	1	120	/home/ubuntu/icfpc2018/out/hasi21/FD152.nbt.gz
4	shioshiota19	5892741517	1	120	/home/ubuntu/icfpc2018/out/shioshiota19/FD152.nbt.gz
5	shioshiota18	27512586401	1	120	/home/ubuntu/icfpc2018/out/shioshiota18/FD152.nbt.gz
6	shioshiota14	27607340281	1	120	/home/ubuntu/icfpc2018/out/shioshiota14/FD152.nbt.gz
7	hasi13	27607340281	1	120	/home/ubuntu/icfpc2018/out/hasi13/FD152.nbt.gz
8	shioshiota12	27607340281	1	120	/home/ubuntu/icfpc2018/out/shioshiota12/FD152.nbt.gz
9	hasi19	27927305581	1	120	/home/ubuntu/icfpc2018/out/hasi19/FD152.nbt.gz
10	shioshiota16	28856685563	1	120	/home/ubuntu/icfpc2018/out/shioshiota16/FD152.nbt.gz
11	hasi15	29271404555	1	120	/home/ubuntu/icfpc2018/out/hasi15/FD152.nbt.gz
12	hasi12	29680956281	1	120	/home/ubuntu/icfpc2018/out/hasi12/FD152.nbt.gz
13	shioshiota13	29680956281	1	120	/home/ubuntu/icfpc2018/out/shioshiota13/FD152.nbt.gz
14	hasi11	23080549581896	1	120	/home/ubuntu/icfpc2018/out/hasi11/FD152.nbt.gz
15	hasi10	23081622669896	1	120	/home/ubuntu/icfpc2018/out/hasi10/FD152.nbt.gz
16	default	52568070749240	1	120	/home/ubuntu/icfpc2018/out/default/FD152.nbt.gz
