rank	ai_name	cost	valid	r	path
1	hasi23	46437503247837	1	200	/home/ubuntu/icfpc2018/out/hasi23/FR111.nbt.gz
2	shioshiota19	71465443614901	1	200	/home/ubuntu/icfpc2018/out/shioshiota19/FR111.nbt.gz
3	hasi21	72117963641497	1	200	/home/ubuntu/icfpc2018/out/hasi21/FR111.nbt.gz
4	hasi10	310210876679604	1	200	/home/ubuntu/icfpc2018/out/hasi10/FR111.nbt.gz
5	default	1863559177499028	1	200	/home/ubuntu/icfpc2018/out/default/FR111.nbt.gz
