rank	ai_name	cost	valid	r	path
1	hasi20	9486062897	1	180	/home/ubuntu/icfpc2018/out/hasi20/FD174.nbt.gz
2	hasi21	9486062897	1	180	/home/ubuntu/icfpc2018/out/hasi21/FD174.nbt.gz
3	shioshiota19	9626031347	1	180	/home/ubuntu/icfpc2018/out/shioshiota19/FD174.nbt.gz
4	hasi17	14992273766	1	180	/home/ubuntu/icfpc2018/out/hasi17/FD174.nbt.gz
5	shioshiota18	81742533258	1	180	/home/ubuntu/icfpc2018/out/shioshiota18/FD174.nbt.gz
6	hasi19	82057459550	1	180	/home/ubuntu/icfpc2018/out/hasi19/FD174.nbt.gz
7	shioshiota14	126319331034	1	180	/home/ubuntu/icfpc2018/out/shioshiota14/FD174.nbt.gz
8	hasi13	126319331034	1	180	/home/ubuntu/icfpc2018/out/hasi13/FD174.nbt.gz
9	shioshiota16	131935548716	1	180	/home/ubuntu/icfpc2018/out/shioshiota16/FD174.nbt.gz
10	hasi15	132285460288	1	180	/home/ubuntu/icfpc2018/out/hasi15/FD174.nbt.gz
11	hasi10	77616497542772	1	180	/home/ubuntu/icfpc2018/out/hasi10/FD174.nbt.gz
12	default	251868980514048	1	180	/home/ubuntu/icfpc2018/out/default/FD174.nbt.gz
