rank	ai_name	cost	valid	r	path
1	hasi20	362697393	1	80	/home/ubuntu/icfpc2018/out/hasi20/FD095.nbt.gz
2	hasi23	362697393	1	80	/home/ubuntu/icfpc2018/out/hasi23/FD095.nbt.gz
3	hasi21	362697393	1	80	/home/ubuntu/icfpc2018/out/hasi21/FD095.nbt.gz
4	shioshiota19	374985843	1	80	/home/ubuntu/icfpc2018/out/shioshiota19/FD095.nbt.gz
5	shioshiota18	772685235	1	80	/home/ubuntu/icfpc2018/out/shioshiota18/FD095.nbt.gz
6	hasi19	772685235	1	80	/home/ubuntu/icfpc2018/out/hasi19/FD095.nbt.gz
7	shioshiota14	1609660153	1	80	/home/ubuntu/icfpc2018/out/shioshiota14/FD095.nbt.gz
8	hasi13	1609660153	1	80	/home/ubuntu/icfpc2018/out/hasi13/FD095.nbt.gz
9	shioshiota16	1918397195	1	80	/home/ubuntu/icfpc2018/out/shioshiota16/FD095.nbt.gz
10	hasi15	1933755259	1	80	/home/ubuntu/icfpc2018/out/hasi15/FD095.nbt.gz
11	hasi11	358765443128	1	80	/home/ubuntu/icfpc2018/out/hasi11/FD095.nbt.gz
12	hasi10	358889859128	1	80	/home/ubuntu/icfpc2018/out/hasi10/FD095.nbt.gz
13	default	708069211032	1	80	/home/ubuntu/icfpc2018/out/default/FD095.nbt.gz
