rank	ai_name	cost	valid	r	path
1	hasi23	481350580	1	30	/home/ubuntu/icfpc2018/out/hasi23/FA020.nbt.gz
2	hasi666	561884336	1	30	/home/ubuntu/icfpc2018/out/hasi666/FA020.nbt.gz
3	hasi21	927754676	1	30	/home/ubuntu/icfpc2018/out/hasi21/FA020.nbt.gz
4	hasi22	931969228	1	30	/home/ubuntu/icfpc2018/out/hasi22/FA020.nbt.gz
5	shioshiota19	2562334226	1	30	/home/ubuntu/icfpc2018/out/shioshiota19/FA020.nbt.gz
6	johniel5	2603429418	1	30	/home/ubuntu/icfpc2018/out/johniel5/FA020.nbt.gz
7	hasi10	7686539816	1	30	/home/ubuntu/icfpc2018/out/hasi10/FA020.nbt.gz
8	shioshiota16	17827982354	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FA020.nbt.gz
9	johniel8	17832032738	1	30	/home/ubuntu/icfpc2018/out/johniel8/FA020.nbt.gz
10	johniel9	18093679106	1	30	/home/ubuntu/icfpc2018/out/johniel9/FA020.nbt.gz
11	default	21353195740	1	30	/home/ubuntu/icfpc2018/out/default/FA020.nbt.gz
12	johniel4	26008136458	1	30	/home/ubuntu/icfpc2018/out/johniel4/FA020.nbt.gz
