rank	ai_name	cost	valid	r	path
1	hasi17	494684	1	20	/home/ubuntu/icfpc2018/out/hasi17/FD018.nbt.gz
2	shioshiota18	1565502	1	20	/home/ubuntu/icfpc2018/out/shioshiota18/FD018.nbt.gz
3	shioshiota14	1622924	1	20	/home/ubuntu/icfpc2018/out/shioshiota14/FD018.nbt.gz
4	hasi12	1622924	1	20	/home/ubuntu/icfpc2018/out/hasi12/FD018.nbt.gz
5	shioshiota13	1622924	1	20	/home/ubuntu/icfpc2018/out/shioshiota13/FD018.nbt.gz
6	hasi13	1622924	1	20	/home/ubuntu/icfpc2018/out/hasi13/FD018.nbt.gz
7	shioshiota12	1863084	1	20	/home/ubuntu/icfpc2018/out/shioshiota12/FD018.nbt.gz
8	hasi16	3399326	1	20	/home/ubuntu/icfpc2018/out/hasi16/FD018.nbt.gz
9	shioshiota16	4527566	1	20	/home/ubuntu/icfpc2018/out/shioshiota16/FD018.nbt.gz
10	hasi15	4527566	1	20	/home/ubuntu/icfpc2018/out/hasi15/FD018.nbt.gz
11	hasi11	329280344	1	20	/home/ubuntu/icfpc2018/out/hasi11/FD018.nbt.gz
12	hasi10	330792344	1	20	/home/ubuntu/icfpc2018/out/hasi10/FD018.nbt.gz
13	default	511045804	1	20	/home/ubuntu/icfpc2018/out/default/FD018.nbt.gz
