rank	ai_name	cost	valid	r	path
1	hasi17	49208461	1	50	/home/ubuntu/icfpc2018/out/hasi17/FD060.nbt.gz
2	hasi16	109584303	1	50	/home/ubuntu/icfpc2018/out/hasi16/FD060.nbt.gz
3	shioshiota18	335691850	1	50	/home/ubuntu/icfpc2018/out/shioshiota18/FD060.nbt.gz
4	shioshiota14	335706916	1	50	/home/ubuntu/icfpc2018/out/shioshiota14/FD060.nbt.gz
5	hasi12	335706916	1	50	/home/ubuntu/icfpc2018/out/hasi12/FD060.nbt.gz
6	shioshiota13	335706916	1	50	/home/ubuntu/icfpc2018/out/shioshiota13/FD060.nbt.gz
7	hasi13	335706916	1	50	/home/ubuntu/icfpc2018/out/hasi13/FD060.nbt.gz
8	shioshiota12	335706916	1	50	/home/ubuntu/icfpc2018/out/shioshiota12/FD060.nbt.gz
9	shioshiota16	396082758	1	50	/home/ubuntu/icfpc2018/out/shioshiota16/FD060.nbt.gz
10	hasi15	441084663	1	50	/home/ubuntu/icfpc2018/out/hasi15/FD060.nbt.gz
11	hasi10	187850486344	1	50	/home/ubuntu/icfpc2018/out/hasi10/FD060.nbt.gz
12	default	478739505888	1	50	/home/ubuntu/icfpc2018/out/default/FD060.nbt.gz
