rank	ai_name	cost	valid	r	path
1	hasi20	1831047436	1	100	/home/ubuntu/icfpc2018/out/hasi20/FD129.nbt.gz
2	hasi23	1831047436	1	100	/home/ubuntu/icfpc2018/out/hasi23/FD129.nbt.gz
3	hasi21	1831047436	1	100	/home/ubuntu/icfpc2018/out/hasi21/FD129.nbt.gz
4	shioshiota19	1855047886	1	100	/home/ubuntu/icfpc2018/out/shioshiota19/FD129.nbt.gz
5	hasi19	2679413534	1	100	/home/ubuntu/icfpc2018/out/hasi19/FD129.nbt.gz
6	shioshiota18	4125430840	1	100	/home/ubuntu/icfpc2018/out/shioshiota18/FD129.nbt.gz
7	hasi15	5666635536	1	100	/home/ubuntu/icfpc2018/out/hasi15/FD129.nbt.gz
8	shioshiota14	6239655866	1	100	/home/ubuntu/icfpc2018/out/shioshiota14/FD129.nbt.gz
9	hasi13	6239655866	1	100	/home/ubuntu/icfpc2018/out/hasi13/FD129.nbt.gz
10	shioshiota12	6239655866	1	100	/home/ubuntu/icfpc2018/out/shioshiota12/FD129.nbt.gz
11	shioshiota16	6902657028	1	100	/home/ubuntu/icfpc2018/out/shioshiota16/FD129.nbt.gz
12	hasi12	7199668666	1	100	/home/ubuntu/icfpc2018/out/hasi12/FD129.nbt.gz
13	shioshiota13	7199668666	1	100	/home/ubuntu/icfpc2018/out/shioshiota13/FD129.nbt.gz
14	hasi11	2524219391104	1	100	/home/ubuntu/icfpc2018/out/hasi11/FD129.nbt.gz
15	hasi10	2524597391104	1	100	/home/ubuntu/icfpc2018/out/hasi10/FD129.nbt.gz
16	default	8900411966200	1	100	/home/ubuntu/icfpc2018/out/default/FD129.nbt.gz
