rank	ai_name	cost	valid	r	path
1	shioshiota14	5725668892	1	40	/home/ubuntu/icfpc2018/out/shioshiota14/FR040.nbt.gz
2	hasi21	5956252820	1	40	/home/ubuntu/icfpc2018/out/hasi21/FR040.nbt.gz
3	shioshiota19	18761113342	1	40	/home/ubuntu/icfpc2018/out/shioshiota19/FR040.nbt.gz
4	shioshiota18	23288762224	1	40	/home/ubuntu/icfpc2018/out/shioshiota18/FR040.nbt.gz
5	shioshiota16	23288766922	1	40	/home/ubuntu/icfpc2018/out/shioshiota16/FR040.nbt.gz
6	default	239006021372	1	40	/home/ubuntu/icfpc2018/out/default/FR040.nbt.gz
