rank	ai_name	cost	valid	r	path
1	shioshiota19	48216850	1	40	/home/ubuntu/icfpc2018/out/shioshiota19/FA054.nbt.gz
2	hasi23	65868016	1	40	/home/ubuntu/icfpc2018/out/hasi23/FA054.nbt.gz
3	hasi11	89101180	1	40	/home/ubuntu/icfpc2018/out/hasi11/FA054.nbt.gz
4	hasi21	96974388	1	40	/home/ubuntu/icfpc2018/out/hasi21/FA054.nbt.gz
5	hasi22	96974628	1	40	/home/ubuntu/icfpc2018/out/hasi22/FA054.nbt.gz
6	johniel9	482328890	1	40	/home/ubuntu/icfpc2018/out/johniel9/FA054.nbt.gz
7	shioshiota16	490009074	1	40	/home/ubuntu/icfpc2018/out/shioshiota16/FA054.nbt.gz
8	johniel8	490009074	1	40	/home/ubuntu/icfpc2018/out/johniel8/FA054.nbt.gz
9	hasi10	933517380	1	40	/home/ubuntu/icfpc2018/out/hasi10/FA054.nbt.gz
10	default	1547924140	1	40	/home/ubuntu/icfpc2018/out/default/FA054.nbt.gz
