rank	ai_name	cost	valid	r	path
1	hasi23	12209072	1	20	/home/ubuntu/icfpc2018/out/hasi23/FA011.nbt.gz
2	hasi11	12880652	1	20	/home/ubuntu/icfpc2018/out/hasi11/FA011.nbt.gz
3	hasi21	16604328	1	20	/home/ubuntu/icfpc2018/out/hasi21/FA011.nbt.gz
4	hasi22	16604376	1	20	/home/ubuntu/icfpc2018/out/hasi22/FA011.nbt.gz
5	shioshiota19	44845822	1	20	/home/ubuntu/icfpc2018/out/shioshiota19/FA011.nbt.gz
6	johniel5	73684382	1	20	/home/ubuntu/icfpc2018/out/johniel5/FA011.nbt.gz
7	johniel7	73684382	1	20	/home/ubuntu/icfpc2018/out/johniel7/FA011.nbt.gz
8	hasi10	160626704	1	20	/home/ubuntu/icfpc2018/out/hasi10/FA011.nbt.gz
9	default	204790024	1	20	/home/ubuntu/icfpc2018/out/default/FA011.nbt.gz
10	johniel9	366901702	1	20	/home/ubuntu/icfpc2018/out/johniel9/FA011.nbt.gz
11	shioshiota16	386828542	1	20	/home/ubuntu/icfpc2018/out/shioshiota16/FA011.nbt.gz
12	johniel8	388028926	1	20	/home/ubuntu/icfpc2018/out/johniel8/FA011.nbt.gz
13	johniel4	734476422	1	20	/home/ubuntu/icfpc2018/out/johniel4/FA011.nbt.gz
