rank	ai_name	cost	valid	r	path
1	hasi666	1479400176	1	40	/home/ubuntu/icfpc2018/out/hasi666/FA052.nbt.gz
2	hasi23	2793334116	1	40	/home/ubuntu/icfpc2018/out/hasi23/FA052.nbt.gz
3	hasi21	4436434636	1	40	/home/ubuntu/icfpc2018/out/hasi21/FA052.nbt.gz
4	hasi22	4441043648	1	40	/home/ubuntu/icfpc2018/out/hasi22/FA052.nbt.gz
5	shioshiota19	10260615652	1	40	/home/ubuntu/icfpc2018/out/shioshiota19/FA052.nbt.gz
6	johniel9	12116282096	1	40	/home/ubuntu/icfpc2018/out/johniel9/FA052.nbt.gz
7	shioshiota16	12728801896	1	40	/home/ubuntu/icfpc2018/out/shioshiota16/FA052.nbt.gz
8	johniel8	12874727544	1	40	/home/ubuntu/icfpc2018/out/johniel8/FA052.nbt.gz
9	hasi10	41891536036	1	40	/home/ubuntu/icfpc2018/out/hasi10/FA052.nbt.gz
10	default	77746023572	1	40	/home/ubuntu/icfpc2018/out/default/FA052.nbt.gz
