rank	ai_name	cost	valid	r	path
1	shioshiota18	17851366474	1	120	/home/ubuntu/icfpc2018/out/shioshiota18/FD140.nbt.gz
2	shioshiota14	19315656012	1	120	/home/ubuntu/icfpc2018/out/shioshiota14/FD140.nbt.gz
3	hasi13	19315656012	1	120	/home/ubuntu/icfpc2018/out/hasi13/FD140.nbt.gz
4	shioshiota12	19315656012	1	120	/home/ubuntu/icfpc2018/out/shioshiota12/FD140.nbt.gz
5	hasi15	20564997074	1	120	/home/ubuntu/icfpc2018/out/hasi15/FD140.nbt.gz
6	shioshiota16	20565001294	1	120	/home/ubuntu/icfpc2018/out/shioshiota16/FD140.nbt.gz
7	hasi12	21389272012	1	120	/home/ubuntu/icfpc2018/out/hasi12/FD140.nbt.gz
8	shioshiota13	21389272012	1	120	/home/ubuntu/icfpc2018/out/shioshiota13/FD140.nbt.gz
9	hasi11	2274154132060	1	120	/home/ubuntu/icfpc2018/out/hasi11/FD140.nbt.gz
10	default	12952135891576	1	120	/home/ubuntu/icfpc2018/out/default/FD140.nbt.gz
