rank	ai_name	cost	valid	r	path
1	hasi666	100957016188	1	70	/home/ubuntu/icfpc2018/out/hasi666/FA078.nbt.gz
2	shioshiota19	114890626108	1	70	/home/ubuntu/icfpc2018/out/shioshiota19/FA078.nbt.gz
3	johniel9	156915961984	1	70	/home/ubuntu/icfpc2018/out/johniel9/FA078.nbt.gz
4	shioshiota16	156957122180	1	70	/home/ubuntu/icfpc2018/out/shioshiota16/FA078.nbt.gz
5	johniel8	156957122180	1	70	/home/ubuntu/icfpc2018/out/johniel8/FA078.nbt.gz
6	hasi23	261475109836	1	70	/home/ubuntu/icfpc2018/out/hasi23/FA078.nbt.gz
7	hasi21	404843867168	1	70	/home/ubuntu/icfpc2018/out/hasi21/FA078.nbt.gz
8	hasi22	417063301396	1	70	/home/ubuntu/icfpc2018/out/hasi22/FA078.nbt.gz
9	hasi10	482995353492	1	70	/home/ubuntu/icfpc2018/out/hasi10/FA078.nbt.gz
10	default	918746905968	1	70	/home/ubuntu/icfpc2018/out/default/FA078.nbt.gz
