rank	ai_name	cost	valid	r	path
1	hasi666	9420626936	1	80	/home/ubuntu/icfpc2018/out/hasi666/FA086.nbt.gz
2	hasi23	17948556088	1	80	/home/ubuntu/icfpc2018/out/hasi23/FA086.nbt.gz
3	hasi21	28057091864	1	80	/home/ubuntu/icfpc2018/out/hasi21/FA086.nbt.gz
4	hasi22	28084740780	1	80	/home/ubuntu/icfpc2018/out/hasi22/FA086.nbt.gz
5	shioshiota19	118938099714	1	80	/home/ubuntu/icfpc2018/out/shioshiota19/FA086.nbt.gz
6	johniel9	155278323410	1	80	/home/ubuntu/icfpc2018/out/johniel9/FA086.nbt.gz
7	shioshiota16	179194037148	1	80	/home/ubuntu/icfpc2018/out/shioshiota16/FA086.nbt.gz
8	johniel8	179992760364	1	80	/home/ubuntu/icfpc2018/out/johniel8/FA086.nbt.gz
9	hasi10	266054104596	1	80	/home/ubuntu/icfpc2018/out/hasi10/FA086.nbt.gz
10	default	613236676416	1	80	/home/ubuntu/icfpc2018/out/default/FA086.nbt.gz
