rank	ai_name	cost	valid	r	path
1	hasi666	8507267580	1	70	/home/ubuntu/icfpc2018/out/hasi666/FA084.nbt.gz
2	shioshiota19	19971971982	1	70	/home/ubuntu/icfpc2018/out/shioshiota19/FA084.nbt.gz
3	hasi23	20111456820	1	70	/home/ubuntu/icfpc2018/out/hasi23/FA084.nbt.gz
4	hasi21	31704355556	1	70	/home/ubuntu/icfpc2018/out/hasi21/FA084.nbt.gz
5	hasi22	31839161192	1	70	/home/ubuntu/icfpc2018/out/hasi22/FA084.nbt.gz
6	johniel9	104487852302	1	70	/home/ubuntu/icfpc2018/out/johniel9/FA084.nbt.gz
7	shioshiota16	107142701590	1	70	/home/ubuntu/icfpc2018/out/shioshiota16/FA084.nbt.gz
8	johniel8	107245602230	1	70	/home/ubuntu/icfpc2018/out/johniel8/FA084.nbt.gz
9	hasi10	302528856580	1	70	/home/ubuntu/icfpc2018/out/hasi10/FA084.nbt.gz
10	default	1936059553736	1	70	/home/ubuntu/icfpc2018/out/default/FA084.nbt.gz
