rank	ai_name	cost	valid	r	path
1	hasi23	170415900	1	30	/home/ubuntu/icfpc2018/out/hasi23/FA028.nbt.gz
2	hasi666	198958276	1	30	/home/ubuntu/icfpc2018/out/hasi666/FA028.nbt.gz
3	hasi21	295201320	1	30	/home/ubuntu/icfpc2018/out/hasi21/FA028.nbt.gz
4	hasi22	299415872	1	30	/home/ubuntu/icfpc2018/out/hasi22/FA028.nbt.gz
5	shioshiota19	409611986	1	30	/home/ubuntu/icfpc2018/out/shioshiota19/FA028.nbt.gz
6	johniel5	597489990	1	30	/home/ubuntu/icfpc2018/out/johniel5/FA028.nbt.gz
7	johniel9	1383026394	1	30	/home/ubuntu/icfpc2018/out/johniel9/FA028.nbt.gz
8	shioshiota16	1384646510	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FA028.nbt.gz
9	johniel8	1384646510	1	30	/home/ubuntu/icfpc2018/out/johniel8/FA028.nbt.gz
10	hasi10	2477229684	1	30	/home/ubuntu/icfpc2018/out/hasi10/FA028.nbt.gz
11	johniel4	5968195030	1	30	/home/ubuntu/icfpc2018/out/johniel4/FA028.nbt.gz
12	default	10089000648	1	30	/home/ubuntu/icfpc2018/out/default/FA028.nbt.gz
