rank	ai_name	cost	valid	r	path
1	hasi20	2831423124	1	100	/home/ubuntu/icfpc2018/out/hasi20/FD114.nbt.gz
2	hasi19	3862508508	1	100	/home/ubuntu/icfpc2018/out/hasi19/FD114.nbt.gz
3	shioshiota18	3868511532	1	100	/home/ubuntu/icfpc2018/out/shioshiota18/FD114.nbt.gz
4	shioshiota14	3960121576	1	100	/home/ubuntu/icfpc2018/out/shioshiota14/FD114.nbt.gz
5	hasi13	3960121576	1	100	/home/ubuntu/icfpc2018/out/hasi13/FD114.nbt.gz
6	shioshiota12	3960121576	1	100	/home/ubuntu/icfpc2018/out/shioshiota12/FD114.nbt.gz
7	hasi15	4617117718	1	100	/home/ubuntu/icfpc2018/out/hasi15/FD114.nbt.gz
8	shioshiota16	4623122738	1	100	/home/ubuntu/icfpc2018/out/shioshiota16/FD114.nbt.gz
9	hasi12	4920134376	1	100	/home/ubuntu/icfpc2018/out/hasi12/FD114.nbt.gz
10	shioshiota13	4920134376	1	100	/home/ubuntu/icfpc2018/out/shioshiota13/FD114.nbt.gz
11	hasi11	439485250984	1	100	/home/ubuntu/icfpc2018/out/hasi11/FD114.nbt.gz
12	hasi10	440106250984	1	100	/home/ubuntu/icfpc2018/out/hasi10/FD114.nbt.gz
13	default	1053096674668	1	100	/home/ubuntu/icfpc2018/out/default/FD114.nbt.gz
