rank	ai_name	cost	valid	r	path
1	hasi666	13583813008	1	60	/home/ubuntu/icfpc2018/out/hasi666/FA067.nbt.gz
2	hasi23	19923171672	1	60	/home/ubuntu/icfpc2018/out/hasi23/FA067.nbt.gz
3	hasi21	31873967792	1	60	/home/ubuntu/icfpc2018/out/hasi21/FA067.nbt.gz
4	hasi22	31884984444	1	60	/home/ubuntu/icfpc2018/out/hasi22/FA067.nbt.gz
5	shioshiota19	159916761610	1	60	/home/ubuntu/icfpc2018/out/shioshiota19/FA067.nbt.gz
6	johniel9	161265238998	1	60	/home/ubuntu/icfpc2018/out/johniel9/FA067.nbt.gz
7	shioshiota16	161284679190	1	60	/home/ubuntu/icfpc2018/out/shioshiota16/FA067.nbt.gz
8	johniel8	161284679190	1	60	/home/ubuntu/icfpc2018/out/johniel8/FA067.nbt.gz
9	hasi10	296106155868	1	60	/home/ubuntu/icfpc2018/out/hasi10/FA067.nbt.gz
10	default	778375285076	1	60	/home/ubuntu/icfpc2018/out/default/FA067.nbt.gz
