rank	ai_name	cost	valid	r	path
1	hasi20	2465637782	1	100	/home/ubuntu/icfpc2018/out/hasi20/FD136.nbt.gz
2	hasi23	2465637782	1	100	/home/ubuntu/icfpc2018/out/hasi23/FD136.nbt.gz
3	hasi21	2465637782	1	100	/home/ubuntu/icfpc2018/out/hasi21/FD136.nbt.gz
4	shioshiota19	2489638232	1	100	/home/ubuntu/icfpc2018/out/shioshiota19/FD136.nbt.gz
5	hasi19	3454429734	1	100	/home/ubuntu/icfpc2018/out/hasi19/FD136.nbt.gz
6	shioshiota18	3460433474	1	100	/home/ubuntu/icfpc2018/out/shioshiota18/FD136.nbt.gz
7	shioshiota14	4499714386	1	100	/home/ubuntu/icfpc2018/out/shioshiota14/FD136.nbt.gz
8	hasi13	4499714386	1	100	/home/ubuntu/icfpc2018/out/hasi13/FD136.nbt.gz
9	shioshiota12	4499714386	1	100	/home/ubuntu/icfpc2018/out/shioshiota12/FD136.nbt.gz
10	shioshiota16	5162715548	1	100	/home/ubuntu/icfpc2018/out/shioshiota16/FD136.nbt.gz
11	hasi12	5459727186	1	100	/home/ubuntu/icfpc2018/out/hasi12/FD136.nbt.gz
12	shioshiota13	5459727186	1	100	/home/ubuntu/icfpc2018/out/shioshiota13/FD136.nbt.gz
13	hasi15	6266725382	1	100	/home/ubuntu/icfpc2018/out/hasi15/FD136.nbt.gz
14	hasi11	2229220295416	1	100	/home/ubuntu/icfpc2018/out/hasi11/FD136.nbt.gz
15	hasi10	2229787295416	1	100	/home/ubuntu/icfpc2018/out/hasi10/FD136.nbt.gz
16	default	16601927690344	1	100	/home/ubuntu/icfpc2018/out/default/FD136.nbt.gz
