rank	ai_name	cost	valid	r	path
1	hasi23	776875140	1	30	/home/ubuntu/icfpc2018/out/hasi23/FA024.nbt.gz
2	shioshiota19	847278136	1	30	/home/ubuntu/icfpc2018/out/shioshiota19/FA024.nbt.gz
3	hasi21	1235848420	1	30	/home/ubuntu/icfpc2018/out/hasi21/FA024.nbt.gz
4	hasi22	1239576544	1	30	/home/ubuntu/icfpc2018/out/hasi22/FA024.nbt.gz
5	johniel5	1927810518	1	30	/home/ubuntu/icfpc2018/out/johniel5/FA024.nbt.gz
6	johniel9	7040760488	1	30	/home/ubuntu/icfpc2018/out/johniel9/FA024.nbt.gz
7	shioshiota16	7423132322	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FA024.nbt.gz
8	hasi10	11671848908	1	30	/home/ubuntu/icfpc2018/out/hasi10/FA024.nbt.gz
9	johniel4	19257031558	1	30	/home/ubuntu/icfpc2018/out/johniel4/FA024.nbt.gz
10	default	24279023204	1	30	/home/ubuntu/icfpc2018/out/default/FA024.nbt.gz
