rank	ai_name	cost	valid	r	path
1	hasi20	440461	1	20	/home/ubuntu/icfpc2018/out/hasi20/FD004.nbt.gz
2	hasi21	440461	1	20	/home/ubuntu/icfpc2018/out/hasi21/FD004.nbt.gz
3	hasi17	496019	1	20	/home/ubuntu/icfpc2018/out/hasi17/FD004.nbt.gz
4	shioshiota19	632911	1	20	/home/ubuntu/icfpc2018/out/shioshiota19/FD004.nbt.gz
5	shioshiota18	1568701	1	20	/home/ubuntu/icfpc2018/out/shioshiota18/FD004.nbt.gz
6	hasi19	1568701	1	20	/home/ubuntu/icfpc2018/out/hasi19/FD004.nbt.gz
7	shioshiota14	1624259	1	20	/home/ubuntu/icfpc2018/out/shioshiota14/FD004.nbt.gz
8	hasi12	1624259	1	20	/home/ubuntu/icfpc2018/out/hasi12/FD004.nbt.gz
9	shioshiota13	1624259	1	20	/home/ubuntu/icfpc2018/out/shioshiota13/FD004.nbt.gz
10	hasi13	1624259	1	20	/home/ubuntu/icfpc2018/out/hasi13/FD004.nbt.gz
11	shioshiota12	1864419	1	20	/home/ubuntu/icfpc2018/out/shioshiota12/FD004.nbt.gz
12	hasi16	3400661	1	20	/home/ubuntu/icfpc2018/out/hasi16/FD004.nbt.gz
13	shioshiota16	4528901	1	20	/home/ubuntu/icfpc2018/out/shioshiota16/FD004.nbt.gz
14	hasi15	4528901	1	20	/home/ubuntu/icfpc2018/out/hasi15/FD004.nbt.gz
15	hasi11	298989356	1	20	/home/ubuntu/icfpc2018/out/hasi11/FD004.nbt.gz
16	hasi10	300069356	1	20	/home/ubuntu/icfpc2018/out/hasi10/FD004.nbt.gz
17	default	1097420796	1	20	/home/ubuntu/icfpc2018/out/default/FD004.nbt.gz
