rank	ai_name	cost	valid	r	path
1	hasi666	43109274260	1	70	/home/ubuntu/icfpc2018/out/hasi666/FA082.nbt.gz
2	hasi23	107013883596	1	70	/home/ubuntu/icfpc2018/out/hasi23/FA082.nbt.gz
3	hasi21	167895240628	1	70	/home/ubuntu/icfpc2018/out/hasi21/FA082.nbt.gz
4	hasi22	170498621848	1	70	/home/ubuntu/icfpc2018/out/hasi22/FA082.nbt.gz
5	shioshiota19	218181666992	1	70	/home/ubuntu/icfpc2018/out/shioshiota19/FA082.nbt.gz
6	shioshiota16	241860982444	1	70	/home/ubuntu/icfpc2018/out/shioshiota16/FA082.nbt.gz
7	johniel8	241860982444	1	70	/home/ubuntu/icfpc2018/out/johniel8/FA082.nbt.gz
8	johniel9	241860982452	1	70	/home/ubuntu/icfpc2018/out/johniel9/FA082.nbt.gz
9	hasi10	898815347548	1	70	/home/ubuntu/icfpc2018/out/hasi10/FA082.nbt.gz
10	default	1708619486480	1	70	/home/ubuntu/icfpc2018/out/default/FA082.nbt.gz
