rank	ai_name	cost	valid	r	path
1	hasi20	713227804	1	90	/home/ubuntu/icfpc2018/out/hasi20/FD110.nbt.gz
2	hasi21	713227804	1	90	/home/ubuntu/icfpc2018/out/hasi21/FD110.nbt.gz
3	shioshiota19	730724254	1	90	/home/ubuntu/icfpc2018/out/shioshiota19/FD110.nbt.gz
4	hasi17	1008934741	1	90	/home/ubuntu/icfpc2018/out/hasi17/FD110.nbt.gz
5	shioshiota18	5733848265	1	90	/home/ubuntu/icfpc2018/out/shioshiota18/FD110.nbt.gz
6	shioshiota14	6734470837	1	90	/home/ubuntu/icfpc2018/out/shioshiota14/FD110.nbt.gz
7	shioshiota13	6996889285	1	90	/home/ubuntu/icfpc2018/out/shioshiota13/FD110.nbt.gz
8	shioshiota16	7174058919	1	90	/home/ubuntu/icfpc2018/out/shioshiota16/FD110.nbt.gz
9	hasi19	7920879001	1	90	/home/ubuntu/icfpc2018/out/hasi19/FD110.nbt.gz
10	hasi15	9404829303	1	90	/home/ubuntu/icfpc2018/out/hasi15/FD110.nbt.gz
11	hasi11	5125719570000	1	90	/home/ubuntu/icfpc2018/out/hasi11/FD110.nbt.gz
12	hasi10	5126073864000	1	90	/home/ubuntu/icfpc2018/out/hasi10/FD110.nbt.gz
13	default	8521044528600	1	90	/home/ubuntu/icfpc2018/out/default/FD110.nbt.gz
