rank	ai_name	cost	valid	r	path
1	hasi11	30688708	1	20	/home/ubuntu/icfpc2018/out/hasi11/FA016.nbt.gz
2	hasi23	86387564	1	20	/home/ubuntu/icfpc2018/out/hasi23/FA016.nbt.gz
3	hasi666	97101940	1	20	/home/ubuntu/icfpc2018/out/hasi666/FA016.nbt.gz
4	hasi21	123933248	1	20	/home/ubuntu/icfpc2018/out/hasi21/FA016.nbt.gz
5	hasi22	124173948	1	20	/home/ubuntu/icfpc2018/out/hasi22/FA016.nbt.gz
6	hasi10	342567780	1	20	/home/ubuntu/icfpc2018/out/hasi10/FA016.nbt.gz
7	default	568667136	1	20	/home/ubuntu/icfpc2018/out/default/FA016.nbt.gz
8	shioshiota19	599059586	1	20	/home/ubuntu/icfpc2018/out/shioshiota19/FA016.nbt.gz
9	johniel9	638685490	1	20	/home/ubuntu/icfpc2018/out/johniel9/FA016.nbt.gz
10	shioshiota16	702790086	1	20	/home/ubuntu/icfpc2018/out/shioshiota16/FA016.nbt.gz
11	johniel4	1219939186	1	20	/home/ubuntu/icfpc2018/out/johniel4/FA016.nbt.gz
