rank	ai_name	cost	valid	r	path
1	shioshiota18	2977655944848	1	120	/home/ubuntu/icfpc2018/out/shioshiota18/FR098.nbt.gz
2	shioshiota16	2977655988430	1	120	/home/ubuntu/icfpc2018/out/shioshiota16/FR098.nbt.gz
