rank	ai_name	cost	valid	r	path
1	shioshiota18	150500244359	1	180	/home/ubuntu/icfpc2018/out/shioshiota18/FD175.nbt.gz
2	shioshiota14	173378344471	1	180	/home/ubuntu/icfpc2018/out/shioshiota14/FD175.nbt.gz
3	hasi13	173378344471	1	180	/home/ubuntu/icfpc2018/out/hasi13/FD175.nbt.gz
4	shioshiota16	178994562153	1	180	/home/ubuntu/icfpc2018/out/shioshiota16/FD175.nbt.gz
5	hasi20	200788332509	1	180	/home/ubuntu/icfpc2018/out/hasi20/FD175.nbt.gz
6	hasi23	200788332509	1	180	/home/ubuntu/icfpc2018/out/hasi23/FD175.nbt.gz
7	hasi21	200788332509	1	180	/home/ubuntu/icfpc2018/out/hasi21/FD175.nbt.gz
8	shioshiota19	200928300959	1	180	/home/ubuntu/icfpc2018/out/shioshiota19/FD175.nbt.gz
9	hasi15	218360678647	1	180	/home/ubuntu/icfpc2018/out/hasi15/FD175.nbt.gz
10	hasi19	239695092602	1	180	/home/ubuntu/icfpc2018/out/hasi19/FD175.nbt.gz
11	default	398454855926960	1	180	/home/ubuntu/icfpc2018/out/default/FD175.nbt.gz
