rank	ai_name	cost	valid	r	path
1	hasi20	44666359909	1	140	/home/ubuntu/icfpc2018/out/hasi20/FD163.nbt.gz
2	shioshiota18	47148255721	1	140	/home/ubuntu/icfpc2018/out/shioshiota18/FD163.nbt.gz
3	shioshiota14	50969192857	1	140	/home/ubuntu/icfpc2018/out/shioshiota14/FD163.nbt.gz
4	hasi13	50969192857	1	140	/home/ubuntu/icfpc2018/out/hasi13/FD163.nbt.gz
5	shioshiota12	50969192857	1	140	/home/ubuntu/icfpc2018/out/shioshiota12/FD163.nbt.gz
6	hasi19	51099633697	1	140	/home/ubuntu/icfpc2018/out/hasi19/FD163.nbt.gz
7	shioshiota16	53282386299	1	140	/home/ubuntu/icfpc2018/out/shioshiota16/FD163.nbt.gz
8	hasi12	57143228857	1	140	/home/ubuntu/icfpc2018/out/hasi12/FD163.nbt.gz
9	shioshiota13	57143228857	1	140	/home/ubuntu/icfpc2018/out/shioshiota13/FD163.nbt.gz
10	hasi15	60938184138	1	140	/home/ubuntu/icfpc2018/out/hasi15/FD163.nbt.gz
11	hasi11	58093832820740	1	140	/home/ubuntu/icfpc2018/out/hasi11/FD163.nbt.gz
12	hasi10	58096055460740	1	140	/home/ubuntu/icfpc2018/out/hasi10/FD163.nbt.gz
