rank	ai_name	cost	valid	r	path
1	hasi17	1576984	1	30	/home/ubuntu/icfpc2018/out/hasi17/FD029.nbt.gz
2	shioshiota18	5381692	1	30	/home/ubuntu/icfpc2018/out/shioshiota18/FD029.nbt.gz
3	hasi19	5381692	1	30	/home/ubuntu/icfpc2018/out/hasi19/FD029.nbt.gz
4	shioshiota14	5384224	1	30	/home/ubuntu/icfpc2018/out/shioshiota14/FD029.nbt.gz
5	hasi12	5384224	1	30	/home/ubuntu/icfpc2018/out/hasi12/FD029.nbt.gz
6	shioshiota13	5384224	1	30	/home/ubuntu/icfpc2018/out/shioshiota13/FD029.nbt.gz
7	hasi13	5384224	1	30	/home/ubuntu/icfpc2018/out/hasi13/FD029.nbt.gz
8	shioshiota12	6194384	1	30	/home/ubuntu/icfpc2018/out/shioshiota12/FD029.nbt.gz
9	hasi16	11378666	1	30	/home/ubuntu/icfpc2018/out/hasi16/FD029.nbt.gz
10	shioshiota16	15185906	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FD029.nbt.gz
11	hasi15	15185906	1	30	/home/ubuntu/icfpc2018/out/hasi15/FD029.nbt.gz
12	hasi11	13703610308	1	30	/home/ubuntu/icfpc2018/out/hasi11/FD029.nbt.gz
13	hasi10	13707255308	1	30	/home/ubuntu/icfpc2018/out/hasi10/FD029.nbt.gz
14	default	24385760668	1	30	/home/ubuntu/icfpc2018/out/default/FD029.nbt.gz
