rank	ai_name	cost	valid	r	path
1	shioshiota14	1253353264	1	30	/home/ubuntu/icfpc2018/out/shioshiota14/FR014.nbt.gz
2	shioshiota16	8987004346	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FR014.nbt.gz
3	default	34648755920	1	30	/home/ubuntu/icfpc2018/out/default/FR014.nbt.gz
