rank	ai_name	cost	valid	r	path
1	hasi20	41799559051	1	120	/home/ubuntu/icfpc2018/out/hasi20/FD144.nbt.gz
2	shioshiota18	42823761383	1	120	/home/ubuntu/icfpc2018/out/shioshiota18/FD144.nbt.gz
3	shioshiota14	42892903571	1	120	/home/ubuntu/icfpc2018/out/shioshiota14/FD144.nbt.gz
4	hasi13	42892903571	1	120	/home/ubuntu/icfpc2018/out/hasi13/FD144.nbt.gz
5	shioshiota12	42892903571	1	120	/home/ubuntu/icfpc2018/out/shioshiota12/FD144.nbt.gz
6	shioshiota16	44142248853	1	120	/home/ubuntu/icfpc2018/out/shioshiota16/FD144.nbt.gz
7	hasi12	44966519571	1	120	/home/ubuntu/icfpc2018/out/hasi12/FD144.nbt.gz
8	shioshiota13	44966519571	1	120	/home/ubuntu/icfpc2018/out/shioshiota13/FD144.nbt.gz
9	hasi19	63653230005	1	120	/home/ubuntu/icfpc2018/out/hasi19/FD144.nbt.gz
10	hasi15	64878404918	1	120	/home/ubuntu/icfpc2018/out/hasi15/FD144.nbt.gz
11	hasi11	75311128089092	1	120	/home/ubuntu/icfpc2018/out/hasi11/FD144.nbt.gz
12	hasi10	75312201177092	1	120	/home/ubuntu/icfpc2018/out/hasi10/FD144.nbt.gz
