rank	ai_name	cost	valid	r	path
1	hasi23	319027976	1	30	/home/ubuntu/icfpc2018/out/hasi23/FA034.nbt.gz
2	hasi666	323511732	1	30	/home/ubuntu/icfpc2018/out/hasi666/FA034.nbt.gz
3	hasi21	463243932	1	30	/home/ubuntu/icfpc2018/out/hasi21/FA034.nbt.gz
4	hasi22	463243992	1	30	/home/ubuntu/icfpc2018/out/hasi22/FA034.nbt.gz
5	shioshiota19	3365715494	1	30	/home/ubuntu/icfpc2018/out/shioshiota19/FA034.nbt.gz
6	johniel9	3434158702	1	30	/home/ubuntu/icfpc2018/out/johniel9/FA034.nbt.gz
7	shioshiota16	3562157142	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FA034.nbt.gz
8	johniel8	3609951606	1	30	/home/ubuntu/icfpc2018/out/johniel8/FA034.nbt.gz
9	hasi10	4408331596	1	30	/home/ubuntu/icfpc2018/out/hasi10/FA034.nbt.gz
10	johniel4	8796203858	1	30	/home/ubuntu/icfpc2018/out/johniel4/FA034.nbt.gz
11	default	19987481788	1	30	/home/ubuntu/icfpc2018/out/default/FA034.nbt.gz
