rank	ai_name	cost	valid	r	path
1	johniel5	33587962	1	30	/home/ubuntu/icfpc2018/out/johniel5/FA019.nbt.gz
2	johniel3	61991770	1	30	/home/ubuntu/icfpc2018/out/johniel3/FA019.nbt.gz
3	shioshiota16	72522866	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FA019.nbt.gz
4	johniel8	76573250	1	30	/home/ubuntu/icfpc2018/out/johniel8/FA019.nbt.gz
5	shioshiota19	174997282	1	30	/home/ubuntu/icfpc2018/out/shioshiota19/FA019.nbt.gz
6	johniel4	333369002	1	30	/home/ubuntu/icfpc2018/out/johniel4/FA019.nbt.gz
7	johniel9	1746154322	1	30	/home/ubuntu/icfpc2018/out/johniel9/FA019.nbt.gz
8	hasi21	3690409572	1	30	/home/ubuntu/icfpc2018/out/hasi21/FA019.nbt.gz
9	default	35590318172	1	30	/home/ubuntu/icfpc2018/out/default/FA019.nbt.gz
10	hasi10	35613000248	1	30	/home/ubuntu/icfpc2018/out/hasi10/FA019.nbt.gz
