rank	ai_name	cost	valid	r	path
1	hasi20	1568906	1	30	/home/ubuntu/icfpc2018/out/hasi20/FD040.nbt.gz
2	hasi17	1578784	1	30	/home/ubuntu/icfpc2018/out/hasi17/FD040.nbt.gz
3	shioshiota18	5376146	1	30	/home/ubuntu/icfpc2018/out/shioshiota18/FD040.nbt.gz
4	hasi19	5376146	1	30	/home/ubuntu/icfpc2018/out/hasi19/FD040.nbt.gz
5	shioshiota14	5386024	1	30	/home/ubuntu/icfpc2018/out/shioshiota14/FD040.nbt.gz
6	hasi12	5386024	1	30	/home/ubuntu/icfpc2018/out/hasi12/FD040.nbt.gz
7	shioshiota13	5386024	1	30	/home/ubuntu/icfpc2018/out/shioshiota13/FD040.nbt.gz
8	hasi13	5386024	1	30	/home/ubuntu/icfpc2018/out/hasi13/FD040.nbt.gz
9	shioshiota12	6196184	1	30	/home/ubuntu/icfpc2018/out/shioshiota12/FD040.nbt.gz
10	hasi16	11380466	1	30	/home/ubuntu/icfpc2018/out/hasi16/FD040.nbt.gz
11	shioshiota16	15187706	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FD040.nbt.gz
12	hasi15	15187706	1	30	/home/ubuntu/icfpc2018/out/hasi15/FD040.nbt.gz
13	hasi11	13795329732	1	30	/home/ubuntu/icfpc2018/out/hasi11/FD040.nbt.gz
14	hasi10	13800432732	1	30	/home/ubuntu/icfpc2018/out/hasi10/FD040.nbt.gz
15	default	22491930912	1	30	/home/ubuntu/icfpc2018/out/default/FD040.nbt.gz
