rank	ai_name	cost	valid	r	path
1	hasi23	889348140	1	30	/home/ubuntu/icfpc2018/out/hasi23/FA022.nbt.gz
2	hasi21	1453672152	1	30	/home/ubuntu/icfpc2018/out/hasi21/FA022.nbt.gz
3	hasi22	1454401500	1	30	/home/ubuntu/icfpc2018/out/hasi22/FA022.nbt.gz
4	johniel5	2283664494	1	30	/home/ubuntu/icfpc2018/out/johniel5/FA022.nbt.gz
5	shioshiota19	8594063722	1	30	/home/ubuntu/icfpc2018/out/shioshiota19/FA022.nbt.gz
6	johniel9	8707950514	1	30	/home/ubuntu/icfpc2018/out/johniel9/FA022.nbt.gz
7	shioshiota16	8981770022	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FA022.nbt.gz
8	johniel8	9075738742	1	30	/home/ubuntu/icfpc2018/out/johniel8/FA022.nbt.gz
9	hasi10	13266795848	1	30	/home/ubuntu/icfpc2018/out/hasi10/FA022.nbt.gz
10	johniel4	22811737534	1	30	/home/ubuntu/icfpc2018/out/johniel4/FA022.nbt.gz
11	default	24353554268	1	30	/home/ubuntu/icfpc2018/out/default/FA022.nbt.gz
