rank	ai_name	cost	valid	r	path
1	hasi666	191638277984	1	80	/home/ubuntu/icfpc2018/out/hasi666/FA097.nbt.gz
2	shioshiota19	199730641448	1	80	/home/ubuntu/icfpc2018/out/shioshiota19/FA097.nbt.gz
3	johniel9	200544717416	1	80	/home/ubuntu/icfpc2018/out/johniel9/FA097.nbt.gz
4	shioshiota16	200636877740	1	80	/home/ubuntu/icfpc2018/out/shioshiota16/FA097.nbt.gz
5	johniel8	200636877740	1	80	/home/ubuntu/icfpc2018/out/johniel8/FA097.nbt.gz
6	hasi23	332722979320	1	80	/home/ubuntu/icfpc2018/out/hasi23/FA097.nbt.gz
7	hasi21	511916002604	1	80	/home/ubuntu/icfpc2018/out/hasi21/FA097.nbt.gz
8	hasi22	527540247832	1	80	/home/ubuntu/icfpc2018/out/hasi22/FA097.nbt.gz
9	hasi10	537788354636	1	80	/home/ubuntu/icfpc2018/out/hasi10/FA097.nbt.gz
10	default	3026941340600	1	80	/home/ubuntu/icfpc2018/out/default/FA097.nbt.gz
