rank	ai_name	cost	valid	r	path
1	shioshiota14	5462224	1	30	/home/ubuntu/icfpc2018/out/shioshiota14/FD030.nbt.gz
2	hasi12	5462224	1	30	/home/ubuntu/icfpc2018/out/hasi12/FD030.nbt.gz
3	shioshiota13	5462224	1	30	/home/ubuntu/icfpc2018/out/shioshiota13/FD030.nbt.gz
4	hasi13	5462224	1	30	/home/ubuntu/icfpc2018/out/hasi13/FD030.nbt.gz
5	shioshiota12	6272384	1	30	/home/ubuntu/icfpc2018/out/shioshiota12/FD030.nbt.gz
6	hasi16	11456666	1	30	/home/ubuntu/icfpc2018/out/hasi16/FD030.nbt.gz
7	shioshiota16	15263906	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FD030.nbt.gz
8	hasi15	15263906	1	30	/home/ubuntu/icfpc2018/out/hasi15/FD030.nbt.gz
9	hasi11	5441468708	1	30	/home/ubuntu/icfpc2018/out/hasi11/FD030.nbt.gz
10	hasi10	5445113708	1	30	/home/ubuntu/icfpc2018/out/hasi10/FD030.nbt.gz
11	default	20173719068	1	30	/home/ubuntu/icfpc2018/out/default/FD030.nbt.gz
