rank	ai_name	cost	valid	r	path
1	shioshiota18	1297508103	1	80	/home/ubuntu/icfpc2018/out/shioshiota18/FD094.nbt.gz
2	shioshiota14	1379337086	1	80	/home/ubuntu/icfpc2018/out/shioshiota14/FD094.nbt.gz
3	hasi13	1379337086	1	80	/home/ubuntu/icfpc2018/out/hasi13/FD094.nbt.gz
4	shioshiota12	1379337086	1	80	/home/ubuntu/icfpc2018/out/shioshiota12/FD094.nbt.gz
5	hasi12	1517579966	1	80	/home/ubuntu/icfpc2018/out/hasi12/FD094.nbt.gz
6	shioshiota13	1517579966	1	80	/home/ubuntu/icfpc2018/out/shioshiota13/FD094.nbt.gz
7	hasi15	1657351069	1	80	/home/ubuntu/icfpc2018/out/hasi15/FD094.nbt.gz
8	shioshiota16	1688074128	1	80	/home/ubuntu/icfpc2018/out/shioshiota16/FD094.nbt.gz
9	hasi11	212138743696	1	80	/home/ubuntu/icfpc2018/out/hasi11/FD094.nbt.gz
10	hasi10	212401399696	1	80	/home/ubuntu/icfpc2018/out/hasi10/FD094.nbt.gz
11	default	3845814581352	1	80	/home/ubuntu/icfpc2018/out/default/FD094.nbt.gz
