rank	ai_name	cost	valid	r	path
1	shioshiota18	7381434275	1	80	/home/ubuntu/icfpc2018/out/shioshiota18/FD090.nbt.gz
2	shioshiota14	7381453495	1	80	/home/ubuntu/icfpc2018/out/shioshiota14/FD090.nbt.gz
3	hasi13	7381453495	1	80	/home/ubuntu/icfpc2018/out/hasi13/FD090.nbt.gz
4	shioshiota12	7381453495	1	80	/home/ubuntu/icfpc2018/out/shioshiota12/FD090.nbt.gz
5	hasi12	7519696375	1	80	/home/ubuntu/icfpc2018/out/hasi12/FD090.nbt.gz
6	shioshiota13	7519696375	1	80	/home/ubuntu/icfpc2018/out/shioshiota13/FD090.nbt.gz
7	shioshiota16	7690190537	1	80	/home/ubuntu/icfpc2018/out/shioshiota16/FD090.nbt.gz
8	hasi15	7751629413	1	80	/home/ubuntu/icfpc2018/out/hasi15/FD090.nbt.gz
9	hasi11	8189240223528	1	80	/home/ubuntu/icfpc2018/out/hasi11/FD090.nbt.gz
10	default	11237422289744	1	80	/home/ubuntu/icfpc2018/out/default/FD090.nbt.gz
