rank	ai_name	cost	valid	r	path
1	shioshiota19	35109222	1	20	/home/ubuntu/icfpc2018/out/shioshiota19/FA005.nbt.gz
2	hasi11	50919300	1	20	/home/ubuntu/icfpc2018/out/hasi11/FA005.nbt.gz
3	hasi21	57932080	1	20	/home/ubuntu/icfpc2018/out/hasi21/FA005.nbt.gz
4	johniel5	79542232	1	20	/home/ubuntu/icfpc2018/out/johniel5/FA005.nbt.gz
5	johniel9	322499550	1	20	/home/ubuntu/icfpc2018/out/johniel9/FA005.nbt.gz
6	shioshiota16	322743248	1	20	/home/ubuntu/icfpc2018/out/shioshiota16/FA005.nbt.gz
7	johniel8	344350160	1	20	/home/ubuntu/icfpc2018/out/johniel8/FA005.nbt.gz
8	hasi10	551870844	1	20	/home/ubuntu/icfpc2018/out/hasi10/FA005.nbt.gz
9	default	705484076	1	20	/home/ubuntu/icfpc2018/out/default/FA005.nbt.gz
10	johniel4	792606272	1	20	/home/ubuntu/icfpc2018/out/johniel4/FA005.nbt.gz
