rank	ai_name	cost	valid	r	path
1	hasi20	297932339	1	80	/home/ubuntu/icfpc2018/out/hasi20/FD089.nbt.gz
2	hasi21	297932339	1	80	/home/ubuntu/icfpc2018/out/hasi21/FD089.nbt.gz
3	shioshiota19	310220789	1	80	/home/ubuntu/icfpc2018/out/shioshiota19/FD089.nbt.gz
4	hasi17	397366079	1	80	/home/ubuntu/icfpc2018/out/hasi17/FD089.nbt.gz
5	hasi16	706103121	1	80	/home/ubuntu/icfpc2018/out/hasi16/FD089.nbt.gz
6	shioshiota18	2328342707	1	80	/home/ubuntu/icfpc2018/out/shioshiota18/FD089.nbt.gz
7	hasi19	2328342707	1	80	/home/ubuntu/icfpc2018/out/hasi19/FD089.nbt.gz
8	shioshiota14	3191352655	1	80	/home/ubuntu/icfpc2018/out/shioshiota14/FD089.nbt.gz
9	hasi13	3191352655	1	80	/home/ubuntu/icfpc2018/out/hasi13/FD089.nbt.gz
10	shioshiota12	3191352655	1	80	/home/ubuntu/icfpc2018/out/shioshiota12/FD089.nbt.gz
11	hasi12	3329595535	1	80	/home/ubuntu/icfpc2018/out/hasi12/FD089.nbt.gz
12	shioshiota13	3329595535	1	80	/home/ubuntu/icfpc2018/out/shioshiota13/FD089.nbt.gz
13	shioshiota16	3500089697	1	80	/home/ubuntu/icfpc2018/out/shioshiota16/FD089.nbt.gz
14	hasi15	3515447601	1	80	/home/ubuntu/icfpc2018/out/hasi15/FD089.nbt.gz
15	hasi11	1295857093880	1	80	/home/ubuntu/icfpc2018/out/hasi11/FD089.nbt.gz
16	default	1879915616560	1	80	/home/ubuntu/icfpc2018/out/default/FD089.nbt.gz
