rank	ai_name	cost	valid	r	path
1	hasi666	15000069796313	1	180	/home/ubuntu/icfpc2018/out/hasi666/FR108.nbt.gz
2	shioshiota19	23768007974275	1	180	/home/ubuntu/icfpc2018/out/shioshiota19/FR108.nbt.gz
3	hasi23	45937311688937	1	180	/home/ubuntu/icfpc2018/out/hasi23/FR108.nbt.gz
4	hasi21	74057905305865	1	180	/home/ubuntu/icfpc2018/out/hasi21/FR108.nbt.gz
