rank	ai_name	cost	valid	r	path
1	shioshiota18	2681343900	1	80	/home/ubuntu/icfpc2018/out/shioshiota18/FD099.nbt.gz
2	shioshiota14	2684604910	1	80	/home/ubuntu/icfpc2018/out/shioshiota14/FD099.nbt.gz
3	hasi13	2684604910	1	80	/home/ubuntu/icfpc2018/out/hasi13/FD099.nbt.gz
4	shioshiota12	2684604910	1	80	/home/ubuntu/icfpc2018/out/shioshiota12/FD099.nbt.gz
5	hasi15	2732214075	1	80	/home/ubuntu/icfpc2018/out/hasi15/FD099.nbt.gz
6	hasi12	2822847790	1	80	/home/ubuntu/icfpc2018/out/hasi12/FD099.nbt.gz
7	shioshiota13	2822847790	1	80	/home/ubuntu/icfpc2018/out/shioshiota13/FD099.nbt.gz
8	shioshiota16	2993341952	1	80	/home/ubuntu/icfpc2018/out/shioshiota16/FD099.nbt.gz
9	hasi11	992393836936	1	80	/home/ubuntu/icfpc2018/out/hasi11/FD099.nbt.gz
10	hasi10	992628844936	1	80	/home/ubuntu/icfpc2018/out/hasi10/FD099.nbt.gz
11	default	6130525358140	1	80	/home/ubuntu/icfpc2018/out/default/FD099.nbt.gz
