rank	ai_name	cost	valid	r	path
1	shioshiota14	5362384	1	30	/home/ubuntu/icfpc2018/out/shioshiota14/FD023.nbt.gz
2	hasi12	5362384	1	30	/home/ubuntu/icfpc2018/out/hasi12/FD023.nbt.gz
3	shioshiota13	5362384	1	30	/home/ubuntu/icfpc2018/out/shioshiota13/FD023.nbt.gz
4	hasi13	5362384	1	30	/home/ubuntu/icfpc2018/out/hasi13/FD023.nbt.gz
5	shioshiota12	6172544	1	30	/home/ubuntu/icfpc2018/out/shioshiota12/FD023.nbt.gz
6	hasi16	11356826	1	30	/home/ubuntu/icfpc2018/out/hasi16/FD023.nbt.gz
7	shioshiota16	15164066	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FD023.nbt.gz
8	hasi15	15164066	1	30	/home/ubuntu/icfpc2018/out/hasi15/FD023.nbt.gz
9	hasi11	16212311640	1	30	/home/ubuntu/icfpc2018/out/hasi11/FD023.nbt.gz
10	hasi10	16216685640	1	30	/home/ubuntu/icfpc2018/out/hasi10/FD023.nbt.gz
11	default	26222870180	1	30	/home/ubuntu/icfpc2018/out/default/FD023.nbt.gz
