rank	ai_name	cost	valid	r	path
1	hasi666	300912876	1	30	/home/ubuntu/icfpc2018/out/hasi666/FA036.nbt.gz
2	hasi23	364812956	1	30	/home/ubuntu/icfpc2018/out/hasi23/FA036.nbt.gz
3	hasi21	551156572	1	30	/home/ubuntu/icfpc2018/out/hasi21/FA036.nbt.gz
4	hasi22	552615376	1	30	/home/ubuntu/icfpc2018/out/hasi22/FA036.nbt.gz
5	shioshiota19	2365671690	1	30	/home/ubuntu/icfpc2018/out/shioshiota19/FA036.nbt.gz
6	johniel9	3222735086	1	30	/home/ubuntu/icfpc2018/out/johniel9/FA036.nbt.gz
7	shioshiota16	3355592690	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FA036.nbt.gz
8	hasi10	5218358020	1	30	/home/ubuntu/icfpc2018/out/hasi10/FA036.nbt.gz
9	johniel4	8579112430	1	30	/home/ubuntu/icfpc2018/out/johniel4/FA036.nbt.gz
10	default	20398978044	1	30	/home/ubuntu/icfpc2018/out/default/FA036.nbt.gz
