rank	ai_name	cost	valid	r	path
1	hasi17	1416904	1	30	/home/ubuntu/icfpc2018/out/hasi17/FD025.nbt.gz
2	shioshiota18	5224144	1	30	/home/ubuntu/icfpc2018/out/shioshiota18/FD025.nbt.gz
3	shioshiota14	5224144	1	30	/home/ubuntu/icfpc2018/out/shioshiota14/FD025.nbt.gz
4	hasi12	5224144	1	30	/home/ubuntu/icfpc2018/out/hasi12/FD025.nbt.gz
5	shioshiota13	5224144	1	30	/home/ubuntu/icfpc2018/out/shioshiota13/FD025.nbt.gz
6	hasi13	5224144	1	30	/home/ubuntu/icfpc2018/out/hasi13/FD025.nbt.gz
7	shioshiota12	6034304	1	30	/home/ubuntu/icfpc2018/out/shioshiota12/FD025.nbt.gz
8	hasi16	11218586	1	30	/home/ubuntu/icfpc2018/out/hasi16/FD025.nbt.gz
9	shioshiota16	15025826	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FD025.nbt.gz
10	hasi15	15025826	1	30	/home/ubuntu/icfpc2018/out/hasi15/FD025.nbt.gz
11	hasi11	31640769872	1	30	/home/ubuntu/icfpc2018/out/hasi11/FD025.nbt.gz
12	hasi10	31645872872	1	30	/home/ubuntu/icfpc2018/out/hasi10/FD025.nbt.gz
13	default	33687903908	1	30	/home/ubuntu/icfpc2018/out/default/FD025.nbt.gz
