rank	ai_name	cost	valid	r	path
1	hasi666	3399551224	1	40	/home/ubuntu/icfpc2018/out/hasi666/FR041.nbt.gz
2	hasi23	3560477132	1	40	/home/ubuntu/icfpc2018/out/hasi23/FR041.nbt.gz
3	shioshiota14	5015878779	1	40	/home/ubuntu/icfpc2018/out/shioshiota14/FR041.nbt.gz
4	hasi21	5540971312	1	40	/home/ubuntu/icfpc2018/out/hasi21/FR041.nbt.gz
5	shioshiota19	37948203058	1	40	/home/ubuntu/icfpc2018/out/shioshiota19/FR041.nbt.gz
6	shioshiota18	42248183736	1	40	/home/ubuntu/icfpc2018/out/shioshiota18/FR041.nbt.gz
7	shioshiota16	42248216269	1	40	/home/ubuntu/icfpc2018/out/shioshiota16/FR041.nbt.gz
8	hasi10	142915171456	1	40	/home/ubuntu/icfpc2018/out/hasi10/FR041.nbt.gz
9	default	146290512180	1	40	/home/ubuntu/icfpc2018/out/default/FR041.nbt.gz
