rank	ai_name	cost	valid	r	path
1	shioshiota19	7880100	1	20	/home/ubuntu/icfpc2018/out/shioshiota19/FA003.nbt.gz
2	hasi11	11437524	1	20	/home/ubuntu/icfpc2018/out/hasi11/FA003.nbt.gz
3	hasi21	12230036	1	20	/home/ubuntu/icfpc2018/out/hasi21/FA003.nbt.gz
4	hasi22	12614872	1	20	/home/ubuntu/icfpc2018/out/hasi22/FA003.nbt.gz
5	johniel5	18817528	1	20	/home/ubuntu/icfpc2018/out/johniel5/FA003.nbt.gz
6	johniel9	78560140	1	20	/home/ubuntu/icfpc2018/out/johniel9/FA003.nbt.gz
7	shioshiota16	79280288	1	20	/home/ubuntu/icfpc2018/out/shioshiota16/FA003.nbt.gz
8	johniel8	79280288	1	20	/home/ubuntu/icfpc2018/out/johniel8/FA003.nbt.gz
9	hasi10	120301720	1	20	/home/ubuntu/icfpc2018/out/hasi10/FA003.nbt.gz
10	default	142863608	1	20	/home/ubuntu/icfpc2018/out/default/FA003.nbt.gz
11	johniel4	187561568	1	20	/home/ubuntu/icfpc2018/out/johniel4/FA003.nbt.gz
