rank	ai_name	cost	valid	r	path
1	hasi20	1476664	1	30	/home/ubuntu/icfpc2018/out/hasi20/FD028.nbt.gz
2	hasi23	1476664	1	30	/home/ubuntu/icfpc2018/out/hasi23/FD028.nbt.gz
3	hasi21	1476664	1	30	/home/ubuntu/icfpc2018/out/hasi21/FD028.nbt.gz
4	hasi17	1676884	1	30	/home/ubuntu/icfpc2018/out/hasi17/FD028.nbt.gz
5	shioshiota19	2125114	1	30	/home/ubuntu/icfpc2018/out/shioshiota19/FD028.nbt.gz
6	hasi19	5283904	1	30	/home/ubuntu/icfpc2018/out/hasi19/FD028.nbt.gz
7	shioshiota14	5484124	1	30	/home/ubuntu/icfpc2018/out/shioshiota14/FD028.nbt.gz
8	hasi12	5484124	1	30	/home/ubuntu/icfpc2018/out/hasi12/FD028.nbt.gz
9	shioshiota13	5484124	1	30	/home/ubuntu/icfpc2018/out/shioshiota13/FD028.nbt.gz
10	hasi13	5484124	1	30	/home/ubuntu/icfpc2018/out/hasi13/FD028.nbt.gz
11	shioshiota12	6294284	1	30	/home/ubuntu/icfpc2018/out/shioshiota12/FD028.nbt.gz
12	hasi16	11478566	1	30	/home/ubuntu/icfpc2018/out/hasi16/FD028.nbt.gz
13	shioshiota16	15285806	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FD028.nbt.gz
14	hasi15	15285806	1	30	/home/ubuntu/icfpc2018/out/hasi15/FD028.nbt.gz
15	hasi11	2720531896	1	30	/home/ubuntu/icfpc2018/out/hasi11/FD028.nbt.gz
16	hasi10	2723447896	1	30	/home/ubuntu/icfpc2018/out/hasi10/FD028.nbt.gz
17	default	10088965608	1	30	/home/ubuntu/icfpc2018/out/default/FD028.nbt.gz
